Record ID,Function,Family,Job Code,Job,PC,Level,Base Salary-Average,Base Salary-#Orgs,Base Salary-#Cases,Base Salary-10th,Base Salary-25th,Base Salary-Median,Base Salary-75th,Base Salary-90th,Total Guaranteed Compensation-Average,Total Guaranteed Compensation-#Orgs,Total Guaranteed Compensation-#Cases,Total Guaranteed Compensation-10th,Total Guaranteed Compensation-25th,Total Guaranteed Compensation-Median,Total Guaranteed Compensation-75th,Total Guaranteed Compensation-90th,Actual Total Compensation-Average,Actual Total Compensation-#Orgs,Actual Total Compensation-#Cases,Actual Total Compensation-10th,Actual Total Compensation-25th,Actual Total Compensation-Median,Actual Total Compensation-75th,Actual Total Compensation-90th,country
13,Actual Data,Administrative Affairs,AFS.01.040,Administrative Affairs Management,50,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
14,Actual Data,Administrative Affairs,AFS.01.040,Administrative Affairs Management,51,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
15,Actual Data,Administrative Affairs,AFS.01.040,Administrative Affairs Management,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
16,Actual Data,Administrative Affairs,AFS.01.040,Administrative Affairs Management,53,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
17,Actual Data,Administrative Affairs,AFS.01.041,Support Officers,42,Unskilled Worker,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
18,Actual Data,Administrative Affairs,AFS.01.041,Support Officers,43,Unskilled Worker,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
19,Actual Data,Administrative Affairs,AFS.01.041,Support Officers,44,Unskilled Worker,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
20,Actual Data,Administrative Affairs,AFS.01.041,Support Officers,45,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
21,Actual Data,Administrative Affairs,AFS.01.041,Support Officers,46,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
22,Actual Data,Administrative Affairs,AFS.01.041,Support Officers,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
23,Actual Data,Administrative Affairs,AFS.01.042,Reception,44,Unskilled Worker,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
24,Actual Data,Security,AFS.05.001,Security,44,Unskilled Worker,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
25,Actual Data,Security,AFS.05.001,Security,45,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
26,Actual Data,Security,AFS.05.001,Security,46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
27,Actual Data,Security,AFS.05.001,Security,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
28,Actual Data,Security,AFS.05.001,Security,48,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
29,Actual Data,Security,AFS.05.001,Security,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
30,Actual Data,Administrative Affairs,AFS.06.001,Drivers,43,Unskilled Worker,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
31,Actual Data,Administrative Affairs,AFS.06.001,Drivers,44,Unskilled Worker,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
32,Actual Data,Administrative Affairs,AFS.06.001,Drivers,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
33,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
34,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
35,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",48,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
36,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
37,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
38,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
39,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
40,Actual Data,Corporate Communications,CCA.02.001,"Corporate Communications, Advertising, Brand Management",56,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
41,Actual Data,Corporate Communications,CCA.03.002,Internal Communication,54,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
42,Actual Data,Corporate Communications,CCA.05.001,Investor Relations,49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
43,Actual Data,Corporate Communications,CCA.05.001,Investor Relations,54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
44,Actual Data,Branch & Regional Management,CCB.02.001,Regional Manager,59,Director,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
45,Actual Data,Branch & Regional Management,CCB.02.002,Branch Manager,52,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
46,Actual Data,Branch & Regional Management,CCB.02.002,Branch Manager,53,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
47,Actual Data,Branch & Regional Management,CCB.02.002,Branch Manager,54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
48,Actual Data,Branch & Regional Management,CCB.02.002,Branch Manager,55,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
49,Actual Data,Branch & Regional Management,CCB.02.002,Branch Manager,56,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
50,Actual Data,Branch & Regional Management,CCB.02.002,Branch Manager,57,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
51,Actual Data,Individual Banking,CCB.02.006,Individual Banking Customer Management,46,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
52,Actual Data,Individual Banking,CCB.02.006,Individual Banking Customer Management,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
53,Actual Data,Individual Banking,CCB.02.006,Individual Banking Customer Management,48,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
54,Actual Data,Individual Banking,CCB.02.006,Individual Banking Customer Management,49,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
55,Actual Data,Individual Banking,CCB.02.006,Individual Banking Customer Management,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
56,Actual Data,Individual Banking,CCB.02.006,Individual Banking Customer Management,51,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
57,Actual Data,Individual Banking,CCB.02.027,Teller,45,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
58,Actual Data,Individual Banking,CCB.02.027,Teller,46,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
59,Actual Data,Individual Banking,CCB.02.028,Teller (Single Point),46,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
60,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,46,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
61,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,47,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
62,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,48,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
63,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
64,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,50,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
65,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,51,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
66,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
67,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,53,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
68,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,54,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
69,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,55,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
70,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,56,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
71,Actual Data,Individual Banking,CCB.02.050,Individual Banking Sales Activity,58,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
72,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,45,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
73,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
74,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,47,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
75,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,48,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
76,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,49,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
77,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,50,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
78,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,51,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
79,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
80,Actual Data,Credits,CCB.04.022,Retail Credit Allocation,54,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
81,Actual Data,Credits,CCB.04.023,Individual Consumer Loan Allocation,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
82,Actual Data,Credits,CCB.04.023,Individual Consumer Loan Allocation,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
83,Actual Data,Credits,CCB.04.023,Individual Consumer Loan Allocation,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
84,Actual Data,Credits,CCB.04.023,Individual Consumer Loan Allocation,53,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
85,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,46,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
86,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
87,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,48,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
88,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,49,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
89,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
90,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,51,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
91,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,52,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
92,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,53,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
93,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
